ID_REF,VALUE,Ratio,Flagged?,INV_VALUE
YGL192W,-0.2845,1.92531,FALSE,0.2845
YCR046C,0.06576,0.85948,FALSE,-0.06576
YCR071C,0.19676,0.63568,TRUE,-0.19676
YLR309C,-0.02449,1.058,FALSE,0.02449
YJR138W,-0.01367,1.03198,FALSE,0.01367
YJL082W,-0.33311,2.15331,FALSE,0.33311
YBR107C,0.09311,0.80704,TRUE,-0.09311
YMR150C,-0.10404,1.27069,FALSE,0.10404
YMR035W,-0.12624,1.33732,FALSE,0.12624
YIL154C,-0.08569,1.21812,FALSE,0.08569
YHR148W,0.07622,0.83904,FALSE,-0.07622
YNL075W,0.10842,0.77908,FALSE,-0.10842
YDL181W,-0.17757,1.50511,FALSE,0.17757
YJL153C,-0.59244,3.9124,FALSE,0.59244
YDR123C,-0.04424,1.10724,FALSE,0.04424
YOL108C,-0.14422,1.39385,FALSE,0.14422
YGL150C,-0.0232,1.05488,FALSE,0.0232
YIL002C,-0.14253,1.38844,FALSE,0.14253
YNL106C,-0.33933,2.18438,FALSE,0.33933
YOR109W,-0.1003,1.25979,FALSE,0.1003
YOL065C,0.02708,0.93955,FALSE,-0.02708
YLR095C,0.09479,0.80391,FALSE,-0.09479
YFR013W,0.0364,0.9196,FALSE,-0.0364
YMR044W,0.04963,0.89201,FALSE,-0.04963
YDR315C,-0.21753,1.65016,FALSE,0.21753
YPL209C,0.01833,0.95868,FALSE,-0.01833
YBR011C,-0.05642,1.13873,FALSE,0.05642
YDR072C,0.17514,0.66814,FALSE,-0.17514
YPL242C,0.23906,0.57668,FALSE,-0.23906
YBR140C,-0.09919,1.25659,FALSE,0.09919
YOL081W,0.02946,0.93442,FALSE,-0.02946
YHR079C,-0.00976,1.02272,FALSE,0.00976
YIL026C,0.15691,0.69677,FALSE,-0.15691
YKR019C,0.00282,0.99354,FALSE,-0.00282
YLL027W,-0.04059,1.09796,FALSE,0.04059
YPR067W,-0.03485,1.08354,FALSE,0.03485
YER019W,-0.20267,1.59468,FALSE,0.20267
YER180C,-0.0853,1.21702,FALSE,0.0853
YMR081C,0.01309,0.97032,FALSE,-0.01309
YPL040C,0.05467,0.88171,FALSE,-0.05467
YPR106W,0.04111,0.90967,FALSE,-0.04111
YNL265C,0.04494,0.9017,FALSE,-0.04494
YBR086C,-0.00936,1.02178,FALSE,0.00936
YIR005W,-0.12262,1.32624,FALSE,0.12262
YPL135W,-0.00896,1.02085,FALSE,0.00896
YOR226C,0.07265,0.84595,FALSE,-0.07265
YBR245C,0.20676,0.62121,FALSE,-0.20676
YOR304W,-0.19081,1.55171,FALSE,0.19081
YJR050W,-0.08575,1.21828,FALSE,0.08575
YGL133W,-0.07089,1.1773,FALSE,0.07089
YDR497C,-0.01999,1.04711,FALSE,0.01999
YOL103W,0.19456,0.63891,FALSE,-0.19456
YDL115C,-0.03259,1.07793,FALSE,0.03259
YPR133C,-0.02191,1.05175,FALSE,0.02191
YKL032C,0.00774,0.98232,FALSE,-0.00774
YGL018C,0.04966,0.89194,FALSE,-0.04966
YJL073W,-0.05111,1.1249,FALSE,0.05111
YKL217W,-0.1618,1.45143,FALSE,0.1618
YNL078W,-0.08383,1.21291,FALSE,0.08383
YMR294W,-0.06085,1.1504,FALSE,0.06085
YJR091C,-0.19981,1.58419,FALSE,0.19981
YBR017C,-0.115,1.30317,FALSE,0.115
YGL241W,0.05218,0.88678,FALSE,-0.05218
YPL125W,-0.02804,1.0667,FALSE,0.02804
YGL016W,-0.08065,1.20406,FALSE,0.08065
YER110C,0.08799,0.8166,FALSE,-0.08799
YLR347C,-0.01658,1.03892,FALSE,0.01658
YNL188W,0.29695,0.50472,FALSE,-0.29695
YJL034W,-0.08387,1.21303,FALSE,0.08387
YPR141C,-0.55428,3.58324,FALSE,0.55428
YCL055W,-0.99895,9.97575,FALSE,0.99895
YMR065W,-0.75456,5.68282,FALSE,0.75456
YPL269W,0.04821,0.89492,FALSE,-0.04821
YCL024W,0.38392,0.41312,FALSE,-0.38392
YDR017C,0.17384,0.67014,FALSE,-0.17384
YHR158C,0.18195,0.65773,FALSE,-0.18195
YGR238C,0.1764,0.66619,FALSE,-0.1764
YPL263C,0.0359,0.92067,FALSE,-0.0359
YGL173C,0.06303,0.8649,FALSE,-0.06303
YPL145C,0.00554,0.98732,FALSE,-0.00554
YGL203C,0.04214,0.90753,FALSE,-0.04214
YNL238W,0.03464,0.92334,FALSE,-0.03464
YIL125W,-0.09949,1.25746,FALSE,0.09949
YDR148C,-0.03269,1.07819,FALSE,0.03269
YJL094C,-0.09788,1.25279,FALSE,0.09788
YHR102W,-0.26535,1.84226,FALSE,0.26535
YOR008C-A,0.07554,0.84034,FALSE,-0.07554
YDR122W,-0.17558,1.49823,FALSE,0.17558
YLR096W,0.01001,0.97721,FALSE,-0.01001
YDL108W,-0.00317,1.00732,FALSE,0.00317
YAR018C,0.10766,0.78044,FALSE,-0.10766
YOR233W,0.14966,0.7085,FALSE,-0.14966
YCR091W,-0.22137,1.66485,FALSE,0.22137
YBL063W,0.03578,0.92093,TRUE,-0.03578
YPL155C,0.06758,0.8559,FALSE,-0.06758
YGL216W,0.07142,0.84837,FALSE,-0.07142
YKL168C,0.0709,0.84939,FALSE,-0.0709
YDL049C,0.10633,0.78283,FALSE,-0.10633
YLL019C,-0.03828,1.09213,FALSE,0.03828
YNL322C,0.04033,0.91132,FALSE,-0.04033
YGR166W,-0.07904,1.1996,FALSE,0.07904
YDR483W,-0.10426,1.27133,FALSE,0.10426
YAL058C-A,-0.06394,1.15861,FALSE,0.06394
YLR338W,0.22229,0.59939,FALSE,-0.22229
YDR433W,0.25506,0.55582,FALSE,-0.25506
YAL043C-A,0.15272,0.70353,FALSE,-0.15272
YPL102C,0.12438,0.75096,TRUE,-0.12438
YNL296W,0.22663,0.59343,FALSE,-0.22663
YDL041W,-0.03132,1.07477,FALSE,0.03132
YIL027C,0.14919,0.70926,FALSE,-0.14919
YDR532C,0.08197,0.82799,FALSE,-0.08197
YER038C,0.06635,0.85831,FALSE,-0.06635
YER036C,0.09853,0.79703,FALSE,-0.09853
YER082C,0.05985,0.87126,FALSE,-0.05985
YNL132W,0.18035,0.66016,FALSE,-0.18035
YLR317W,0.12905,0.74293,FALSE,-0.12905
YGL099W,0.26005,0.54948,FALSE,-0.26005
YOR336W,-0.15871,1.44115,FALSE,0.15871
YPR159W,-0.25304,1.79077,FALSE,0.25304
YJL174W,0.00166,0.99618,FALSE,-0.00166
YAL056W,-0.03145,1.07511,FALSE,0.03145
YOR371C,0.08409,0.82396,FALSE,-0.08409
YNL308C,0.20999,0.6166,FALSE,-0.20999
YCL059C,0.12685,0.74671,FALSE,-0.12685
YDR037W,-0.02329,1.0551,FALSE,0.02329
YHR082C,-0.10052,1.26044,FALSE,0.10052
YGR040W,-0.20639,1.6084,FALSE,0.20639
YKL110C,-0.01322,1.03091,FALSE,0.01322
YOR099W,0.04212,0.90756,FALSE,-0.04212
YKR061W,-0.44766,2.80321,FALSE,0.44766
YBR205W,-0.03022,1.07205,FALSE,0.03022
YBR199W,-0.24704,1.76619,FALSE,0.24704
YNL029C,-0.11856,1.31389,FALSE,0.11856
YPL053C,0.0007,0.99839,FALSE,-0.0007
YIL085C,0.02036,0.9542,FALSE,-0.02036
YKL008C,0.20076,0.62986,FALSE,-0.20076
YHL003C,0.21912,0.60378,FALSE,-0.21912
YOL025W,-0.22668,1.6853,FALSE,0.22668
YNL239W,-0.24398,1.75378,FALSE,0.24398
YKL103C,-0.09455,1.24322,FALSE,0.09455
YKR063C,-0.02069,1.0488,FALSE,0.02069
YOR181W,-0.08026,1.203,FALSE,0.08026
YJL062W,0.15103,0.70627,FALSE,-0.15103
YNL071W,0.00639,0.98538,FALSE,-0.00639
YMR296C,-0.00314,1.00725,FALSE,0.00314
YDR062W,0.05031,0.89061,FALSE,-0.05031
YJL134W,0.13018,0.741,FALSE,-0.13018
YOR171C,0.05791,0.87516,FALSE,-0.05791
YLR260W,-0.09379,1.24105,FALSE,0.09379
YDR499W,0.15966,0.69238,FALSE,-0.15966
YER127W,0.19227,0.64228,FALSE,-0.19227
YPL213W,0.08893,0.81484,FALSE,-0.08893
YPL054W,-0.23917,1.73448,FALSE,0.23917
YNL323W,0.06457,0.86184,FALSE,-0.06457
YOR123C,0.18173,0.65806,FALSE,-0.18173
YGL009C,-0.06412,1.15909,FALSE,0.06412
YCL018W,0.03393,0.92485,FALSE,-0.03393
YLR451W,-0.01219,1.02847,FALSE,0.01219
YNL104C,-0.18302,1.52412,FALSE,0.18302
YHR002W,-0.00889,1.02068,FALSE,0.00889
YDL051W,0.0771,0.83733,FALSE,-0.0771
YKL073W,0.00525,0.98798,FALSE,-0.00525
YGL090W,-0.01933,1.04552,FALSE,0.01933
YLR239C,-0.07795,1.19659,FALSE,0.07795
YOR196C,-0.06198,1.15339,FALSE,0.06198
YFR001W,0.19033,0.64516,FALSE,-0.19033
YKL205W,-0.04148,1.10022,FALSE,0.04148
YKL183W,0.21897,0.60399,FALSE,-0.21897
YLR011W,-0.20979,1.62104,FALSE,0.20979
YFL018C,-0.03246,1.0776,FALSE,0.03246
YPL060W,-0.1112,1.29181,FALSE,0.1112
YDR503C,-0.09475,1.24379,FALSE,0.09475
YCL051W,0.0568,0.87741,FALSE,-0.0568
YDL240W,0.06736,0.85632,FALSE,-0.06736
YNR008W,0.0814,0.82909,FALSE,-0.0814
YDR439W,-0.02808,1.0668,FALSE,0.02808
YGR136W,-0.14189,1.38639,FALSE,0.14189
YFR024C-A,-0.05151,1.12593,FALSE,0.05151
YCL034W,0.01832,0.9587,FALSE,-0.01832
YJL100W,-0.08381,1.21285,FALSE,0.08381
YOR142W,-0.13904,1.37733,FALSE,0.13904
YGR244C,-0.30279,2.00814,FALSE,0.30279
YJL124C,0.04505,0.90146,FALSE,-0.04505
YBL026W,0.03313,0.92656,FALSE,-0.03313
YLR438C-A,0.04186,0.90811,FALSE,-0.04186
YER112W,-0.00534,1.01237,FALSE,0.00534
YER146W,0.17142,0.67388,FALSE,-0.17142
YDR378C,-0.07145,1.17883,FALSE,0.07145
YNL147W,0.11098,0.77451,FALSE,-0.11098
YJR022W,0.06324,0.86448,FALSE,-0.06324
YKL176C,0.02994,0.93339,FALSE,-0.02994
YGR057C,-0.1504,1.41383,FALSE,0.1504
YNL006W,-0.12383,1.32994,FALSE,0.12383
YAL024C,0.12493,0.75001,FALSE,-0.12493
YPR073C,0.0579,0.87519,TRUE,-0.0579
YKL143W,0.07719,0.83716,FALSE,-0.07719
YDL087C,0.00858,0.98043,FALSE,-0.00858
YDR027C,-0.02678,1.06359,FALSE,0.02678
YNL268W,0.18057,0.65983,FALSE,-0.18057
YIR034C,-0.22646,1.68445,FALSE,0.22646
YIL094C,0.02033,0.95427,FALSE,-0.02033
YDR034C,0.03655,0.91929,FALSE,-0.03655
YBR115C,0.01832,0.95869,FALSE,-0.01832
YDL182W,0.14024,0.72403,FALSE,-0.14024
YDL131W,-0.05062,1.12362,FALSE,0.05062
YDR234W,0.15315,0.70283,FALSE,-0.15315
YGL154C,-0.02808,1.0668,FALSE,0.02808
YMR038C,0.05161,0.88795,FALSE,-0.05161
YNR050C,0.16165,0.6892,FALSE,-0.16165
YMR021C,-0.13952,1.37887,FALSE,0.13952
YGL086W,0.12627,0.7477,FALSE,-0.12627
YJL030W,0.03475,0.9231,FALSE,-0.03475
YJL013C,-0.05752,1.14161,FALSE,0.05752
YKL029C,0.40299,0.39538,FALSE,-0.40299
YDR005C,-0.01608,1.03773,FALSE,0.01608
YER142C,-0.04565,1.11083,FALSE,0.04565
YEL053C,-0.05905,1.14565,TRUE,0.05905
YKL021C,-0.02053,1.0484,FALSE,0.02053
YAL025C,0.18086,0.65938,FALSE,-0.18086
YDR060W,0.18667,0.65062,FALSE,-0.18667
YPR051W,-0.06942,1.17334,FALSE,0.06942
YCR020C-A,-0.15065,1.41465,FALSE,0.15065
YCR019W,-0.15946,1.44364,FALSE,0.15946
YBR142W,0.1842,0.65433,FALSE,-0.1842
YGR289C,-0.03534,1.08477,FALSE,0.03534
YGR292W,0.09948,0.79528,FALSE,-0.09948
YGR288W,-0.04512,1.10949,FALSE,0.04512
YBR298C,-0.06475,1.16078,FALSE,0.06475
YBR299W,0.00372,0.99148,FALSE,-0.00372
YBR297W,-0.04151,1.10029,FALSE,0.04151
YPR196W,0.0655,0.86,TRUE,-0.0655
YER106W,0.0307,0.93176,FALSE,-0.0307
YIL070C,0.04215,0.90751,FALSE,-0.04215
YLR244C,0.09237,0.8084,FALSE,-0.09237
YBL091C,0.00403,0.99076,FALSE,-0.00403
YLR163C,0.00359,0.99177,FALSE,-0.00359
YHR024C,0.03462,0.92338,FALSE,-0.03462
YNR017W,0.07993,0.83191,FALSE,-0.07993
YCR040W,0.02339,0.94757,FALSE,-0.02339
YCR039C,-0.05486,1.13466,FALSE,0.05486
YBR185C,0.10389,0.78724,FALSE,-0.10389
YOR298C-A,0.16877,0.67801,FALSE,-0.16877
YDL056W,0.05296,0.88519,FALSE,-0.05296
YKL093W,0.02872,0.936,FALSE,-0.02872
YDL003W,0.71753,0.19163,FALSE,-0.71753
YKL165C,0.19314,0.641,FALSE,-0.19314
YDL054C,0.0476,0.8962,FALSE,-0.0476
YKL221W,-0.33149,2.14532,FALSE,0.33149
YOL119C,-0.19316,1.56013,FALSE,0.19316
YOR306C,0.16461,0.68453,FALSE,-0.16461
YNL307C,0.27543,0.53036,TRUE,-0.27543
YMR043W,0.08309,0.82586,FALSE,-0.08309
YPR046W,0.02843,0.93664,FALSE,-0.02843
YBL023C,0.15074,0.70673,FALSE,-0.15074
YDR318W,-0.0687,1.17139,FALSE,0.0687
YJR135C,-0.0103,1.024,FALSE,0.0103
YEL032W,0.05661,0.8778,FALSE,-0.05661
YGL201C,0.11053,0.77531,FALSE,-0.11053
YKL150W,-0.1396,1.37912,FALSE,0.1396
YOR221C,-0.05989,1.14785,FALSE,0.05989
YBR227C,-0.04236,1.10246,FALSE,0.04236
YNL173C,0.23738,0.57892,FALSE,-0.23738
YKL085W,0.15066,0.70687,FALSE,-0.15066
YOL126C,0.07722,0.83711,FALSE,-0.07722
YDL078C,-0.04917,1.11986,FALSE,0.04917
YFL016C,-0.04666,1.11343,FALSE,0.04666
YNL328C,0.25817,0.55186,FALSE,-0.25817
YLR188W,0.02223,0.95009,FALSE,-0.02223
YPL270W,-0.09965,1.2579,FALSE,0.09965
YML104C,-0.13583,1.36718,FALSE,0.13583
YAL010C,0.02019,0.95458,FALSE,-0.02019
YOL009C,-0.02685,1.06376,FALSE,0.02685
YOL076W,0.05299,0.88513,FALSE,-0.05299
YGR100W,-0.1591,1.44246,FALSE,0.1591
YGL197W,-0.07149,1.17894,FALSE,0.07149
YJL112W,0.01417,0.9679,FALSE,-0.01417
YBR136W,-0.08943,1.22864,FALSE,0.08943
YLR288C,-0.07916,1.19993,FALSE,0.07916
YPR070W,-0.03066,1.07316,FALSE,0.03066
YMR112C,0.13793,0.72789,FALSE,-0.13793
YDL005C,-0.03888,1.09366,FALSE,0.03888
YOR174W,0.00898,0.97953,FALSE,-0.00898
YHR058C,0.04783,0.89572,FALSE,-0.04783
YOL135C,0.02356,0.9472,FALSE,-0.02356
YBR193C,0.15309,0.70292,FALSE,-0.15309
YLR069C,0.07477,0.84185,FALSE,-0.07477
YJL102W,-0.08694,1.22163,FALSE,0.08694
YER044C-A,-0.11255,1.29584,FALSE,0.11255
YPL121C,-0.04022,1.09702,FALSE,0.04022
YOR351C,-0.12549,1.33502,FALSE,0.12549
YBR184W,-0.04336,1.10499,FALSE,0.04336
YGR121C,-0.1998,1.58417,FALSE,0.1998
YNL142W,0.21012,0.61642,FALSE,-0.21012
YPR138C,0.19674,0.63572,FALSE,-0.19674
YNL210W,0.05902,0.87293,FALSE,-0.05902
YGR264C,0.05133,0.88852,FALSE,-0.05133
YKR069W,-0.32465,2.11177,FALSE,0.32465
YFR030W,-0.32783,2.12731,FALSE,0.32783
YPL023C,0.02973,0.93382,FALSE,-0.02973
YGL125W,-0.05559,1.13656,FALSE,0.05559
YKL001C,-0.36995,2.34396,FALSE,0.36995
YPR167C,-0.2546,1.7972,FALSE,0.2546
YLR303W,-0.34457,2.21088,FALSE,0.34457
YIL128W,0.1403,0.72393,FALSE,-0.1403
YNL277W,-0.33253,2.15046,FALSE,0.33253
YOL064C,-0.10166,1.26375,FALSE,0.10166
YIR017C,-0.24439,1.75544,FALSE,0.24439
YJR010W,-0.40368,2.53326,FALSE,0.40368
YIL046W,0.05936,0.87224,FALSE,-0.05936
YPL038W,-0.0243,1.05755,FALSE,0.0243
YPL039W,-0.61414,4.11284,FALSE,0.61414
YDR253C,0.01897,0.95727,FALSE,-0.01897
YNL103W,0.05261,0.88591,FALSE,-0.05261
YER091C,-0.11163,1.2931,FALSE,0.11163
YOR241W,-0.02113,1.04985,FALSE,0.02113
YBR213W,-0.08085,1.20461,FALSE,0.08085
YLR017W,0.0565,0.87801,FALSE,-0.0565
YPL169C,0.00346,0.99207,FALSE,-0.00346
YPL187W,0.06289,0.86518,TRUE,-0.06289
YGL089C,-0.08071,1.20423,FALSE,0.08071
YDR461W,-1.15022,14.13237,FALSE,1.15022
YNL145W,-0.35307,2.25463,TRUE,0.35307
YML062C,0.07381,0.84371,FALSE,-0.07381
YGR249W,0.01748,0.96055,FALSE,-0.01748
YIR033W,-0.09339,1.23991,FALSE,0.09339
YOR232W,-0.035,1.08391,FALSE,0.035
YOR211C,0.08253,0.82692,FALSE,-0.08253
YJR144W,-0.02657,1.06308,FALSE,0.02657
YNL218W,0.10791,0.78,FALSE,-0.10791
YDL200C,-0.13351,1.35992,FALSE,0.13351
YJL042W,-0.00965,1.02248,FALSE,0.00965
YDR296W,0.0772,0.83715,FALSE,-0.0772
YLL062C,-0.10194,1.26456,FALSE,0.10194
YJL104W,-0.016,1.03753,FALSE,0.016
YNL291C,0.15518,0.69955,FALSE,-0.15518
YLR332W,-0.13607,1.36796,FALSE,0.13607
YKL089W,0.07287,0.84553,FALSE,-0.07287
YGL035C,0.20811,0.61928,FALSE,-0.20811
YGL209W,0.21396,0.61099,FALSE,-0.21396
YMR036C,-0.01262,1.02947,FALSE,0.01262
YOR330C,0.07052,0.85013,FALSE,-0.07052
YHR015W,-0.23429,1.7151,FALSE,0.23429
YJR077C,0.0442,0.90323,FALSE,-0.0442
YBR084W,0.14199,0.72113,FALSE,-0.14199
YDR144C,0.11554,0.7664,FALSE,-0.11554
YOR231W,0.01748,0.96055,FALSE,-0.01748
YPL140C,0.04259,0.90659,FALSE,-0.04259
YNL076W,-0.05525,1.13566,FALSE,0.05525
YNL085W,-0.00486,1.01125,FALSE,0.00486
YGL106W,-0.08629,1.21982,FALSE,0.08629
YPR188C,-0.07855,1.19826,FALSE,0.07855
YNL074C,0.14194,0.7212,FALSE,-0.14194
YMR167W,-0.01672,1.03926,FALSE,0.01672
YLR035C,-0.02283,1.05399,FALSE,0.02283
YPL164C,0.03642,0.91956,FALSE,-0.03642
YKR095W,0.03922,0.91364,FALSE,-0.03922
YIL149C,0.13609,0.73099,FALSE,-0.13609
YNL117W,-0.03135,1.07486,FALSE,0.03135
YIL051C,0.13902,0.72606,FALSE,-0.13902
YLL006W,-0.01201,1.02805,FALSE,0.01201
YGL219C,-0.0389,1.0937,FALSE,0.0389
YLL061W,-0.03274,1.0783,FALSE,0.03274
YPR164W,-0.06691,1.16656,FALSE,0.06691
YGL087C,-0.17655,1.50159,FALSE,0.17655
YEL019C,0.14421,0.71744,FALSE,-0.14421
YLR320W,-0.03595,1.0863,TRUE,0.03595
YBR098W,0.03103,0.93103,FALSE,-0.03103
YMR177W,0.14388,0.71799,FALSE,-0.14388
YPL224C,-0.00776,1.01802,FALSE,0.00776
YGL183C,-0.04958,1.12094,TRUE,0.04958
YIR025W,0.04697,0.89748,FALSE,-0.04697
YOR350C,-0.15812,1.43919,FALSE,0.15812
YHR204W,0.07854,0.83457,FALSE,-0.07854
YER001W,0.53425,0.29225,FALSE,-0.53425
YDR245W,0.0117,0.97341,FALSE,-0.0117
YJL183W,0.27167,0.53497,FALSE,-0.27167
YBR015C,0.0717,0.84781,FALSE,-0.0717
YKL201C,-0.01739,1.04087,FALSE,0.01739
YJL186W,0.14012,0.72423,FALSE,-0.14012
YPL050C,0.0748,0.84177,FALSE,-0.0748
YKL064W,-0.09644,1.24865,FALSE,0.09644
YJR131W,-0.02481,1.05878,FALSE,0.02481
YGL257C,0.02536,0.94328,FALSE,-0.02536
YIL014W,0.00839,0.98086,FALSE,-0.00839
YNR059W,-0.11836,1.31328,FALSE,0.11836
YIL106W,0.06844,0.85421,FALSE,-0.06844
YFL035C,0.12753,0.74554,FALSE,-0.12753
YOR274W,0.11391,0.7693,FALSE,-0.11391
YJR074W,-0.11571,1.30531,FALSE,0.11571
YGL124C,0.02466,0.94481,FALSE,-0.02466
YNL297C,-0.0552,1.13552,FALSE,0.0552
YPL082C,0.04068,0.91058,FALSE,-0.04068
YER068W,0.02862,0.93623,FALSE,-0.02862
YMR070W,0.10434,0.78642,FALSE,-0.10434
YNL249C,0.01881,0.95762,FALSE,-0.01881
YOR177C,-0.33048,2.14034,FALSE,0.33048
YOR288C,-0.00286,1.0066,FALSE,0.00286
YOL088C,-0.07263,1.18203,FALSE,0.07263
YIR002C,0.09319,0.80688,FALSE,-0.09319
YJL066C,-0.11304,1.29731,FALSE,0.11304
YJR002W,0.06433,0.86233,FALSE,-0.06433
YDL028C,0.16446,0.68476,FALSE,-0.16446
YGL075C,0.102,0.79067,FALSE,-0.102
YMR005W,0.10584,0.78371,FALSE,-0.10584
YGL178W,-0.02783,1.06619,FALSE,0.02783
YCL061C,0.18065,0.65971,FALSE,-0.18065
YPR112C,0.05613,0.87876,FALSE,-0.05613
YMR224C,0.02247,0.94958,FALSE,-0.02247
YGL143C,0.0251,0.94384,FALSE,-0.0251
YBR026C,-0.15387,1.42517,FALSE,0.15387
YDR033W,0.83234,0.14712,FALSE,-0.83234
YDL079C,-0.00117,1.00269,FALSE,0.00117
YPR079W,-0.16161,1.45082,FALSE,0.16161
YDR347W,0.07045,0.85026,FALSE,-0.07045
YDL045W-A,0.11299,0.77093,FALSE,-0.11299
YGR084C,0.09035,0.81218,FALSE,-0.09035
YKL003C,0.0457,0.90011,FALSE,-0.0457
YPR166C,0.05547,0.8801,FALSE,-0.05547
YDR405W,0.01968,0.95569,FALSE,-0.01968
YBL090W,0.094,0.80537,FALSE,-0.094
YHL004W,0.19487,0.63846,FALSE,-0.19487
YKL167C,0.05166,0.88785,FALSE,-0.05166
YPL118W,0.08358,0.82494,FALSE,-0.08358
YNL005C,0.01398,0.96832,FALSE,-0.01398
YKL142W,-0.2559,1.8026,FALSE,0.2559
YNL284C,0.07363,0.84406,FALSE,-0.07363
YDL202W,0.15519,0.69954,FALSE,-0.15519
YKR006C,0.04465,0.9023,FALSE,-0.04465
YLR312W-A,0.10281,0.7892,FALSE,-0.10281
YBL038W,0.07714,0.83726,FALSE,-0.07714
YNL252C,-0.02132,1.05033,FALSE,0.02132
YNL185C,0.05583,0.87938,FALSE,-0.05583
YKR085C,0.13349,0.73537,FALSE,-0.13349
YOR150W,0.09654,0.80069,FALSE,-0.09654
YMR193W,0.03759,0.91708,FALSE,-0.03759
YGR076C,0.08164,0.82863,FALSE,-0.08164
YBR282W,0.00996,0.97734,FALSE,-0.00996
YDR462W,-0.10461,1.27235,FALSE,0.10461
YMR024W,0.09045,0.81199,FALSE,-0.09045
YKL138C,0.07598,0.8395,FALSE,-0.07598
YCR003W,0.01794,0.95954,FALSE,-0.01794
YMR286W,0.15942,0.69276,FALSE,-0.15942
YDR322W,0.09416,0.80509,FALSE,-0.09416
YBR122C,0.18311,0.65598,FALSE,-0.18311
YBR268W,0.07024,0.85067,FALSE,-0.07024
YKL170W,-0.0743,1.18658,FALSE,0.0743
YML009C,0.0146,0.96694,FALSE,-0.0146
YLR439W,0.10673,0.78212,FALSE,-0.10673
YPL173W,-0.02472,1.05857,FALSE,0.02472
YMR225C,-0.0838,1.21284,FALSE,0.0838
YJL096W,0.07092,0.84934,FALSE,-0.07092
YHR147C,0.05333,0.88444,FALSE,-0.05333
YDR237W,0.08508,0.82208,FALSE,-0.08508
YJL063C,0.20806,0.61935,FALSE,-0.20806
YGR220C,0.09729,0.7993,FALSE,-0.09729
YNL306W,0.0847,0.8228,FALSE,-0.0847
YDR337W,-0.00672,1.01559,FALSE,0.00672
YBR251W,0.15388,0.70166,FALSE,-0.15388
YBR146W,-0.05367,1.13154,FALSE,0.05367
YIR021W,0.06593,0.85916,FALSE,-0.06593
YHR005C-A,0.19173,0.64308,FALSE,-0.19173
YOR334W,0.13134,0.73903,FALSE,-0.13134
YJL133W,-0.01227,1.02867,FALSE,0.01227
YKR052C,-0.05865,1.14458,FALSE,0.05865
YBR091C,-0.02428,1.0575,FALSE,0.02428
YOR370C,0.0533,0.88451,FALSE,-0.0533
YKL009W,0.20334,0.62613,FALSE,-0.20334
YOR188W,-0.06018,1.14863,FALSE,0.06018
YGR014W,0.1471,0.71269,FALSE,-0.1471
YNL293W,-0.07661,1.19292,FALSE,0.07661
YOL112W,-0.0476,1.11583,FALSE,0.0476
YML128C,-0.38404,2.42126,FALSE,0.38404
YDR205W,0.00758,0.98269,FALSE,-0.00758
YLR219W,-0.06306,1.15627,FALSE,0.06306
YOR354C,0.04794,0.8955,FALSE,-0.04794
YHR039C,0.02896,0.93548,FALSE,-0.02896
YPL104W,-0.00675,1.01567,FALSE,0.00675
YOL033W,-0.006,1.0139,FALSE,0.006
YPR047W,-0.01014,1.02362,FALSE,0.01014
YLR168C,-0.09444,1.24291,FALSE,0.09444
YNL053W,-0.2746,1.88194,FALSE,0.2746
YHR120W,0.15314,0.70285,FALSE,-0.15314
YOL090W,0.13349,0.73537,FALSE,-0.13349
YCR092C,0.02946,0.93441,FALSE,-0.02946
YFL003C,0.08557,0.82116,TRUE,-0.08557
YDL154W,-0.04574,1.11107,FALSE,0.04574
YDR097C,0.34377,0.45314,FALSE,-0.34377
YBR195C,0.09346,0.80638,FALSE,-0.09346
YNL073W,0.08101,0.82983,FALSE,-0.08101
YIR009W,2,0.01,TRUE,-2
YLR116W,0.03574,0.921,FALSE,-0.03574
YGR171C,0.03753,0.91722,FALSE,-0.03753
YOL116W,0.03929,0.91349,FALSE,-0.03929
YMR037C,0.22428,0.59664,FALSE,-0.22428
YKL062W,-0.09022,1.23089,FALSE,0.09022
YDR335W,-0.08528,1.21698,FALSE,0.08528
YNR049C,0.14711,0.71267,FALSE,-0.14711
YGR028W,0.00744,0.98302,FALSE,-0.00744
YHR091C,0.01344,0.96953,FALSE,-0.01344
YMR023C,-0.06752,1.1682,FALSE,0.06752
YMR164C,-0.25171,1.7853,FALSE,0.25171
YDR194C,0.23701,0.57941,FALSE,-0.23701
YPR134W,0.04036,0.91125,FALSE,-0.04036
YDL107W,0.00996,0.97732,FALSE,-0.00996
YDR208W,0.08734,0.81783,FALSE,-0.08734
YLR203C,-0.05568,1.13678,FALSE,0.05568
YKL194C,0.02148,0.95175,FALSE,-0.02148
YMR287C,0.16854,0.67835,FALSE,-0.16854
YDR268W,-0.03966,1.09562,FALSE,0.03966
YPL097W,0.11089,0.77467,FALSE,-0.11089
YGL036W,-0.1336,1.36019,FALSE,0.1336
YKR080W,0.02659,0.94061,FALSE,-0.02659
YMR228W,0.03403,0.92463,FALSE,-0.03403
YDL044C,-0.0418,1.10103,FALSE,0.0418
YDR277C,-0.07541,1.18962,FALSE,0.07541
YGR023W,-0.10753,1.28095,FALSE,0.10753
YGL236C,0.09543,0.80273,FALSE,-0.09543
YOR160W,0.08189,0.82814,FALSE,-0.08189
